Usuario,Nombre,Fecha,Texto,Likes,Retweets,Comentarios,Citas,Enlace,Imágenes
@Cicmty,CIC,"Jun 22, 2024 · 8:13 PM UTC",cuidadodelagua fuga de agua negras en a fidel velázquez y av rodrigo gómez col mitras norte monterrey vía comunidadmitras cc aydmonterrey ngfg,1,0,1,0,https://twitter.com/Cicmty/status/1804608548091117742#m,['https://pbs.twimg.com/media/GQtBswiawAAiPUr.jpg']
